neighbourhood,vibe_score,review_count,walkability_score,safety_score,nightlife_score,quietness_score,family_friendly_score,local_authentic_score,convenience_score,food_scene_score,liveliness_score,charm_score
Huguenot,,73,1.890547263681592,8.795811518324609,1.7159763313609466,5.825242718446601,5.645161290322581,4.938271604938271,1.1057692307692308,2.289719626168224,,6.598984771573604
Hunts Point,,59,7.313432835820896,1.099476439790576,0.11834319526627218,2.9126213592233006,,1.4814814814814814,3.6538461538461537,0.04672897196261682,,1.3197969543147208
Jamaica Estates,,36,3.5323383084577116,8.586387434554974,8.994082840236686,9.174757281553399,9.247311827956988,5.370370370370371,9.038461538461538,2.196261682242991,,8.98477157360406
Jamaica Hills,,25,6.268656716417911,0.5759162303664921,,0.4368932038834952,5.913978494623656,,2.548076923076923,1.261682242990654,0.07692307692307693,3.8578680203045685
Kew Gardens Hills,,52,0.6965174129353234,9.790575916230367,,8.932038834951456,3.602150537634409,,5.8173076923076925,3.08411214953271,9.846153846153847,4.365482233502538
Lighthouse Hill,,3,,,,,,,6.634615384615384,9.906542056074766,,10.0
Little Italy,,245,6.7164179104477615,1.675392670157068,5.9171597633136095,0.6796116504854368,,2.0370370370370368,4.711538461538462,6.962616822429907,8.0,4.720812182741117
Little Neck,,8,,10.0,,8.83495145631068,,9.938271604938272,8.269230769230768,8.598130841121495,,
Manhattan Beach,,48,8.059701492537313,1.4659685863874343,0.650887573964497,6.650485436893204,0.4301075268817205,0.6790123456790123,3.605769230769231,7.94392523364486,,8.781725888324873
Marble Hill,,31,6.8159203980099505,5.706806282722513,2.0118343195266273,6.310679611650486,9.516129032258064,0.6790123456790123,5.336538461538462,4.672897196261682,,7.563451776649747
Mariners Harbor,,57,0.5970149253731343,1.3089005235602094,3.4319526627218933,6.116504854368932,4.032258064516129,0.6790123456790123,1.4903846153846154,0.6542056074766355,,0.5076142131979695
Melrose,,84,7.7611940298507465,5.130890052356021,2.544378698224852,2.1359223300970873,4.086021505376344,0.6790123456790123,4.1826923076923075,3.130841121495327,,0.40609137055837563
Middle Village,,75,9.303482587064677,9.3717277486911,7.455621301775148,5.728155339805825,8.978494623655914,5.7407407407407405,4.326923076923077,3.037383177570093,,8.426395939086294
Midland Beach,,33,8.90547263681592,2.198952879581152,,4.223300970873786,6.935483870967742,,8.125,3.925233644859813,,6.446700507614214
Mill Basin,,20,0.4228855721393035,0.7853403141361257,,2.4271844660194173,,,7.163461538461538,7.5700934579439245,,5.939086294416244
Morrisania,,23,3.333333333333333,7.172774869109948,0.650887573964497,1.0194174757281553,8.387096774193548,,0.4807692307692308,7.757009345794392,,
Mount Eden,,26,0.4228855721393035,,,2.087378640776699,,,1.778846153846154,5.046728971962616,8.307692307692308,0.25380710659898476
Navy Yard,,1,,,,,,,10.0,10.0,,
Neponsit,,3,0.4228855721393035,,10.0,0.24271844660194175,,,0.16826923076923075,7.149532710280374,,9.949238578680204
New Brighton,,95,0.845771144278607,3.350785340314136,,8.689320388349515,3.440860215053764,0.06172839506172839,4.134615384615384,1.8691588785046729,0.3076923076923077,6.192893401015228
New Dorp Beach,,65,5.72139303482587,2.670157068062827,2.2485207100591715,4.271844660194175,3.279569892473118,1.6975308641975309,0.38461538461538464,8.364485981308412,,0.7614213197969544
New Springville,,2,,,,,,,,0.18691588785046728,,
North Riverdale,,17,8.557213930348258,,,9.805825242718447,9.731182795698924,3.45679012345679,4.5673076923076925,7.05607476635514,,9.543147208121827
Norwood,,58,7.164179104477611,,4.674556213017752,2.6699029126213594,6.881720430107528,4.444444444444445,2.644230769230769,2.336448598130841,9.384615384615385,4.67005076142132
Olinville,,17,2.537313432835821,2.356020942408377,,6.456310679611651,,,2.932692307692308,1.1682242990654206,,
Parkchester,,25,2.8855721393034828,1.7801047120418847,,0.14563106796116504,0.4301075268817205,9.320987654320987,0.625,0.4205607476635514,,7.055837563451776
Pelham Bay,,19,1.1940298507462686,,,1.1650485436893203,,6.790123456790123,5.096153846153846,5.5140186915887845,8.076923076923077,6.802030456852792
Pelham Gardens,,159,2.388059701492537,7.38219895287958,1.5976331360946747,9.126213592233011,7.903225806451612,3.3950617283950617,1.5865384615384615,4.065420560747663,,3.197969543147208
Port Morris,,85,1.9900497512437811,5.863874345549737,8.284023668639053,1.8446601941747574,,0.6790123456790123,1.971153846153846,1.074766355140187,,5.126903553299492
Port Richmond,,15,,,,2.0145631067961163,0.4301075268817205,,2.307692307692308,6.635514018691588,,0.30456852791878175
Prince's Bay,,8,9.850746268656716,7.539267015706806,,,9.89247311827957,,0.16826923076923075,7.803738317757009,,7.715736040609137
Randall Manor,,66,3.283582089552239,2.094240837696335,1.1242603550295858,8.058252427184465,0.967741935483871,,0.4326923076923077,1.4953271028037383,9.307692307692308,6.345177664974619
Riverdale,,35,3.9303482587064673,9.895287958115183,,9.611650485436893,,,3.75,2.7102803738317753,,0.050761421319796954
Rosebank,,18,9.900497512437811,,,5.58252427184466,6.774193548387096,0.6790123456790123,9.807692307692307,4.953271028037383,,2.3857868020304567
Rossville,,1,,,,,,,,,,
Schuylerville,,11,0.04975124378109452,,,3.4951456310679614,,,4.759615384615384,2.9439252336448596,,8.883248730964468
Sea Gate,,57,1.6417910447761195,9.424083769633508,,9.757281553398059,7.096774193548388,,3.076923076923077,1.542056074766355,,7.5126903553299496
Shore Acres,,28,1.3432835820895521,3.298429319371728,7.041420118343195,2.524271844660194,5.161290322580645,7.037037037037037,9.423076923076923,0.9345794392523364,,6.9543147208121825
Silver Lake,,49,0.8955223880597014,2.722513089005236,,4.0291262135922326,5.967741935483871,4.660493827160494,2.067307692307692,0.09345794392523364,,8.223350253807107
South Beach,,14,5.82089552238806,,,0.5825242718446602,0.4301075268817205,,0.16826923076923075,8.08411214953271,,2.8426395939086295
Spuyten Duyvil,,17,10.0,1.2041884816753927,7.57396449704142,1.407766990291262,9.946236559139784,9.814814814814815,7.836538461538462,8.551401869158878,,9.644670050761421
St. George,,200,9.452736318407961,1.0471204188481675,6.627218934911243,3.7864077669902914,8.494623655913978,1.5432098765432098,5.769230769230768,5.186915887850468,,4.060913705583756
Stapleton,,78,6.517412935323383,0.837696335078534,0.650887573964497,3.3495145631067964,7.956989247311828,,4.278846153846153,1.588785046728972,7.846153846153846,1.015228426395939
Stuyvesant Town,,31,2.3383084577114426,,3.0177514792899407,6.844660194174757,,4.382716049382716,3.317307692307692,9.11214953271028,,5.482233502538071
Throgs Neck,,42,5.124378109452737,0.10471204188481675,0.650887573964497,9.077669902912621,0.4301075268817205,3.950617283950617,0.9615384615384616,0.514018691588785,,8.68020304568528
Todt Hill,,1,,,,,,,,9.953271028037383,,
Tottenville,,30,6.318407960199005,1.5706806282722514,,8.786407766990292,9.032258064516128,,3.798076923076923,0.4672897196261682,,8.83248730964467
Tremont,,20,6.4179104477611935,4.397905759162304,8.875739644970414,7.912621359223301,9.193548387096774,,9.519230769230768,0.7009345794392523,,2.7411167512690353
Unionport,,41,0.7462686567164178,6.020942408376964,,6.699029126213593,0.4301075268817205,0.6790123456790123,2.4519230769230766,1.02803738317757,,5.685279187817259
University Heights,,14,4.079601990049751,2.9842931937172774,9.52662721893491,,0.10752688172043012,9.691358024691358,9.855769230769232,8.785046728971963,10.0,
Van Nest,,44,4.129353233830846,6.7539267015706805,6.8047337278106514,8.155339805825243,6.451612903225806,,4.663461538461538,8.69158878504673,,6.49746192893401
Vinegar Hill,,89,5.870646766169154,0.4712041884816754,8.165680473372781,3.737864077669903,1.881720430107527,9.444444444444445,7.788461538461538,8.130841121495326,,9.390862944162437
West Brighton,,68,3.8308457711442783,6.0732984293193715,5.562130177514792,3.009708737864077,1.989247311827957,3.765432098765432,2.5961538461538463,3.691588785046729,,7.3604060913705585
Westchester Square,,9,,,,9.029126213592233,9.67741935483871,,0.16826923076923075,2.570093457943925,,
Westerleigh,,6,7.810945273631841,8.115183246073299,,9.368932038834952,,,,0.6074766355140186,,4.416243654822335
Whitestone,,86,2.2885572139303485,7.801047120418848,1.893491124260355,9.660194174757281,,,0.8173076923076923,4.299065420560748,7.0769230769230775,5.025380710659898
Williamsbridge,,92,2.7860696517412937,4.136125654450262,2.840236686390533,8.495145631067961,9.139784946236558,,2.692307692307692,0.5607476635514018,0.23076923076923078,3.807106598984771
Willowbrook,,5,,9.947643979057592,,0.24271844660194175,9.46236559139785,,6.730769230769232,2.383177570093458,,
Woodhaven,,238,3.2338308457711444,6.701570680628272,1.952662721893491,4.902912621359223,5.268817204301075,2.6543209876543212,4.086538461538462,3.364485981308411,,3.299492385786802
Woodlawn,,7,1.7412935323383085,9.738219895287958,9.881656804733728,9.951456310679612,10.0,,3.125,5.654205607476635,,9.898477157360405
Woodrow,,1,,,,,,,,,,
